personid,appyear,gpa,stem,schoolsel,major1,major2,minor,major1group,major2group,minorgroup,undergrad_uni,essay1length,essay2length,essay3length,essayuniquewords,essayssentiment,signupdate,starteddate,appdeadline,submitteddate,attendedevent,completedadm
8448,2015-16,3.18,0,selective,other,none,none,other,none,none,school 305,265,281,192,290,0.595734131,83,22,September,0,0,1
8452,2015-16,3.5,0,selective,english literature,none,other,humanities,none,other,other,296,264,296,405,0.100626766,82,42,September,15,0,1
8453,2015-16,3.37,0,more_selective,other,none,none,other,none,none,other,260,240,291,339,-0.005240138,61,21,August,21,0,1
8454,2015-16,2.59,0,less_selective,other,none,none,other,none,none,other,17,110,48,112,-0.489236491,82,15,September,14,0,1
8455,2015-16,3.67,0,more_selective,english,none,none,humanities,none,none,other,296,291,296,382,0.021119731,61,21,August,11,0,1
8456,2015-16,3.32,0,least_selective,business,none,none,business,none,none,other,101,47,24,115,0.560244496,58,16,August,16,0,0
8457,2015-16,2.75,0,most_selective,economics,none,none,social sciences,none,none,school 670,51,67,47,108,0.028095195,61,20,August,18,0,1
8459,2015-16,2.3,0,more_selective,political science,none,none,social sciences,none,none,other,253,258,287,339,-0.262870825,124,63,October,60,0,0
8460,2015-16,3.54,0,unknown,education (general),sociology,none,education,social sciences,none,other,45,121,67,115,0.542665266,82,29,September,1,0,1
8462,2015-16,2.88,1,less_selective,other,biology,none,other,stem,none,other,172,249,132,298,0.430194306,82,22,September,8,0,1
8464,2015-16,3.3,0,more_selective,economics,none,business,social sciences,none,business,other,15,50,31,68,-0.384651831,61,19,August,19,0,1
8466,2015-16,2.91,0,more_selective,other,none,psychology,other,none,social sciences,other,135,218,178,265,-0.235065398,61,21,August,21,0,1
8467,2015-16,3,0,least_selective,business,none,none,business,none,none,other us university,25,13,18,41,-0.257236674,61,17,August,17,0,1
8469,2015-16,2.82,1,selective,other,none,none,other,none,none,other,169,261,120,267,-0.08644052,61,16,August,2,0,0
8472,2015-16,3.84,0,more_selective,sociology,none,education (general),social sciences,none,education,other,295,286,243,395,0.07265423,57,57,October,0,0,0
8473,2015-16,3,0,more_selective,other,none,none,other,none,none,other,298,293,131,357,-0.165091069,61,2,August,0,0,1
8474,2015-16,3.67,0,selective,other,none,none,other,none,none,other,58,79,54,113,0.505015932,61,21,August,3,0,1
8475,2015-16,3.72,1,most_selective,other,other,none,other,other,none,school 670,221,269,250,316,-0.033816527,40,40,October,26,0,0
8476,2015-16,3.44,0,more_selective,other,none,none,other,none,none,other,234,296,89,340,-0.051106512,82,32,September,1,0,1
8477,2015-16,3.75,0,unknown,business,none,none,business,none,none,other,44,39,80,99,0.859303249,61,18,August,13,0,1
8479,2015-16,3.3,0,more_selective,other,none,none,other,none,none,other,185,200,200,286,-0.359342721,61,3,August,1,0,1
8480,2015-16,3.27,0,unknown,psychology,none,none,social sciences,none,none,other,290,298,176,314,-0.078906701,61,21,August,1,0,1
8481,2015-16,3.34,0,most_selective,other,none,none,other,none,none,other,188,253,246,301,0.55313085,81,29,September,0,0,1
8482,2015-16,3.15,0,more_selective,art,none,history,humanities,none,humanities,other,148,115,110,200,0.419822337,2,2,August,2,0,0
8483,2015-16,2.85,0,least_selective,other,none,none,other,none,none,other,164,92,23,161,0.332480563,60,18,August,18,0,1
8484,2015-16,3.34,0,selective,other,none,none,other,none,none,other,292,299,261,392,0.45039957,60,8,August,1,0,1
8486,2015-16,3.5,0,less_selective,other,none,sociology,other,none,social sciences,other,199,207,117,286,0.005567451,60,9,August,4,0,0
8487,2015-16,2.7,0,selective,psychology,communications,none,social sciences,business,none,other,183,143,138,218,-0.042869387,38,38,September,10,0,1
8488,2015-16,3.03,0,most_selective,other,none,none,other,none,none,other,287,286,283,467,-0.396759877,123,31,October,2,0,1
8489,2015-16,3.32,0,selective,anthropology,none,none,social sciences,none,none,other,34,51,74,99,0.552053238,60,21,August,8,0,1
8490,2015-16,3.37,0,more_selective,education early childhood,none,none,education,none,none,other,269,295,283,329,-0.102621881,123,77,October,0,0,1
8491,2015-16,3.92,0,more_selective,english,none,none,humanities,none,none,other,282,249,260,337,0.140722144,7,7,September,0,0,0
8492,2015-16,3.37,0,more_selective,other,education (elementary),none,other,education,none,other,300,283,290,393,0.43029021,60,17,August,0,0,1
8494,2015-16,3.58,0,more_selective,economics,english,none,social sciences,humanities,none,other,277,277,199,354,-0.356483995,38,38,October,0,0,1
8495,2015-16,3.16,0,more_selective,economics,none,business,social sciences,none,business,other,249,293,282,346,0.463937588,60,18,August,0,0,1
8496,2015-16,3,1,more_selective,other,none,other,other,none,other,other,97,90,198,211,0.36499515,81,25,September,7,0,1
8498,2015-16,2.91,0,selective,other,none,none,other,none,none,other,260,138,221,271,0.451457657,60,21,August,21,1,0
8500,2015-16,2.6,0,less_selective,business,none,none,business,none,none,other,297,291,180,349,0.444474582,24,24,October,3,0,1
8501,2015-16,3.68,0,selective,english literature,none,none,humanities,none,none,other,258,295,294,370,0.075942977,60,19,August,15,0,1
8502,2015-16,2.78,0,less_selective,communications,none,none,business,none,none,other,295,258,201,318,0.506376697,60,9,August,9,0,1
8504,2015-16,3.4,0,selective,other,education early childhood,art,other,education,humanities,other,211,296,220,358,0.401700862,60,17,August,-1,0,1
8505,2015-16,3,0,less_selective,english,none,none,humanities,none,none,other,296,292,286,355,0.131927865,60,21,August,18,0,1
8506,2015-16,3.44,0,unknown,communications,none,none,business,none,none,other,68,97,63,139,0.443444755,123,26,October,26,0,0
8507,2015-16,2.66,0,more_selective,other,none,none,other,none,none,other,180,196,134,263,0.63548178,123,10,October,0,0,1
8509,2015-16,2.99,1,selective,biology,spanish,none,stem,humanities,none,other,37,106,120,156,0.232241058,123,76,October,4,1,1
8510,2015-16,2.79,0,unknown,business,none,none,business,none,none,other,180,97,96,201,0.057713926,60,17,August,17,0,1
8511,2015-16,3.4,0,less_selective,education (elementary),none,none,education,none,none,other,239,298,204,304,-0.109239437,123,67,October,29,0,1
8514,2015-16,3.9,0,unknown,business,none,management,business,none,business,other,110,72,141,193,-0.317836931,1,1,September,1,0,0
8515,2015-16,3.85,0,least_selective,other,other,other,other,other,other,school 526,89,294,212,287,0.167734756,81,42,September,41,0,0
8516,2015-16,3.36,0,unknown,history,spanish,none,humanities,humanities,none,other,296,289,298,397,0.033572124,123,53,October,1,0,1
8517,2015-16,3.65,0,more_selective,english,none,education (secondary),humanities,none,education,school 938,52,126,43,121,1.109777719,60,0,August,-1,0,1
8518,2015-16,2.51,0,more_selective,political science,none,none,social sciences,none,none,other,260,239,157,303,0.083213227,1,1,September,1,1,1
8519,2015-16,2.67,0,more_selective,psychology,sociology,none,social sciences,social sciences,none,other,294,277,180,323,0.169899503,59,20,August,-1,0,1
8521,2015-16,3.22,0,more_selective,other,none,other,other,none,other,other,271,288,147,330,-0.101104759,59,8,August,-1,0,1
8522,2015-16,2.73,1,unknown,mathematics,none,none,stem,none,none,other,282,291,291,389,0.56155166,59,17,August,17,0,1
8524,2015-16,3.83,0,most_selective,other,none,none,other,none,none,school 670,295,290,299,396,-0.009799405,15,15,October,0,0,0
8525,2015-16,3.26,0,more_selective,economics,psychology,none,social sciences,social sciences,none,other,249,236,158,284,0.350888527,15,15,September,15,0,1
8526,2015-16,3.56,0,more_selective,other,none,other,other,none,other,other,260,203,237,349,0.469315893,80,42,September,17,0,1
8527,2015-16,2.52,0,less_selective,other,none,none,other,none,none,other,228,197,147,265,0.480674666,59,21,August,1,0,1
8528,2015-16,3.78,0,more_selective,marketing,none,other,business,none,other,school 401,289,267,253,397,0.042350362,3,3,October,0,0,1
8529,2015-16,2.67,0,more_selective,criminal justice,none,none,social sciences,none,none,other,295,291,249,393,-0.369220843,59,3,August,3,0,1
8530,2015-16,2.79,0,unknown,psychology,none,other,social sciences,none,other,other,66,72,199,189,-0.592190427,59,18,August,9,0,1
8531,2015-16,3.26,1,unknown,biology,none,other,stem,none,other,other,271,273,291,374,0.294495387,59,21,August,10,0,1
8532,2015-16,3.53,0,most_selective,other,other,none,other,other,none,school 1337,69,109,160,176,-0.120425698,2,2,October,0,1,0
8533,2015-16,2.47,0,less_selective,english literature,none,none,humanities,none,none,other,135,72,94,184,0.495829718,59,21,August,21,0,1
8535,2015-16,3.04,0,more_selective,political science,none,none,social sciences,none,none,other,292,291,293,388,0.045114863,59,21,August,16,0,1
8536,2015-16,3.41,1,selective,education (secondary),mathematics,psychology,education,stem,social sciences,other,251,294,288,360,0.212430844,59,20,August,10,0,1
8537,2015-16,2.79,0,selective,political science,none,none,social sciences,none,none,other,289,295,278,327,-0.219135898,59,21,August,10,0,1
8538,2015-16,3.13,0,unknown,anthropology,none,other,social sciences,none,other,other,293,290,296,373,0.29678341,59,21,August,16,0,1
8539,2015-16,3.44,0,more_selective,political science,none,other,social sciences,none,other,other,178,279,292,307,0.205239532,80,25,September,0,0,1
8540,2015-16,3.3,0,more_selective,international studies/relations,none,other,social sciences,none,other,other,109,55,148,181,0.334098376,0,0,October,0,0,0
8542,2015-16,3,0,less_selective,communications,none,business,business,none,business,other,150,81,85,194,0.563532444,80,8,September,3,0,0
8543,2015-16,3.94,0,more_selective,sociology,none,other,social sciences,none,other,school 1673,295,198,296,385,-0.002184109,59,21,August,20,0,1
8544,2015-16,3.35,0,more_selective,education (secondary),none,none,education,none,none,other,215,281,266,350,-0.032661651,80,9,September,9,0,1
8545,2015-16,3,1,selective,other,none,none,other,none,none,other,23,30,37,62,0.045250181,59,12,August,12,0,1
8549,2015-16,2.95,0,least_selective,history,none,none,humanities,none,none,other,295,297,298,370,0.340883318,80,42,September,1,0,1
8551,2015-16,2.26,0,selective,sociology,none,none,social sciences,none,none,other,245,56,67,186,-0.290179318,58,21,August,18,0,1
8552,2015-16,3.37,0,less_selective,english literature,none,other,humanities,none,other,other,288,295,84,376,-0.201865794,14,14,August,14,1,1
8553,2015-16,2.56,0,least_selective,criminal justice,none,none,social sciences,none,none,other,24,23,36,58,-0.029606969,58,18,August,8,0,1
8556,2015-16,3.13,1,more_selective,other,biology,other,other,stem,other,other,298,300,296,414,0.343842572,15,15,October,0,0,1
8557,2015-16,3.08,0,selective,history,none,other,humanities,none,other,other,296,289,293,393,-0.332943246,121,73,October,63,0,1
8559,2015-16,3.3,0,unknown,business,none,none,business,none,none,other,291,46,33,217,0.280360346,58,21,August,18,0,0
8561,2015-16,3.67,1,most_selective,other,none,none,other,none,none,other,287,282,294,356,-0.174514925,66,66,October,44,0,0
8562,2015-16,3.89,0,unknown,history,none,other,humanities,none,other,other,278,282,221,318,-0.241252522,58,1,August,0,0,0
8563,2015-16,3.28,0,most_selective,other,none,none,other,none,none,other,269,288,293,388,-0.696568984,10,10,October,1,1,0
8565,2015-16,2.75,0,selective,political science,none,none,social sciences,none,none,other,33,74,13,71,-0.83224438,3,3,August,2,0,1
8566,2015-16,2.76,0,less_selective,other,none,none,other,none,none,other,25,22,17,51,0.644297418,58,0,August,0,0,1
8567,2015-16,3.5,0,least_selective,criminal justice,none,none,social sciences,none,none,other,13,14,15,33,-0.512139738,58,0,August,0,0,1
8568,2015-16,3.42,0,more_selective,marketing,none,none,business,none,none,school 1673,279,223,202,344,-0.140741777,8,8,October,0,0,1
8569,2015-16,3.71,0,most_selective,psychology,none,anthropology,social sciences,none,social sciences,other,180,281,140,307,-0.063552116,26,26,September,5,1,1
8571,2015-16,2.39,0,selective,other,none,none,other,none,none,other,295,293,289,343,0.100683205,121,65,October,8,0,1
8574,2015-16,3.68,0,unknown,art,none,none,humanities,none,none,other,69,224,78,215,-0.1861821,58,20,August,7,0,1
8575,2015-16,2.53,1,unknown,other,none,none,other,none,none,other,298,285,290,385,0.092383122,58,21,August,0,0,1
8576,2015-16,2.76,0,unknown,psychology,none,none,social sciences,none,none,other,99,114,126,171,0.517446408,38,38,October,1,0,1
8577,2015-16,3.45,0,more_selective,political science,other,none,social sciences,other,none,other,272,291,225,333,-0.076593216,62,62,October,17,0,1
8578,2015-16,2.8,0,more_selective,other,other,none,other,other,none,other,178,204,176,278,0.036208498,79,31,September,3,0,1
8580,2015-16,2.8,0,more_selective,psychology,none,none,social sciences,none,none,school 959,154,87,72,171,0.270280059,58,17,August,16,0,1
8581,2015-16,2.67,0,more_selective,communications,none,none,business,none,none,other,293,211,291,337,0.434571974,54,54,October,0,0,1
8582,2015-16,4,0,more_selective,other,none,other,other,none,other,school 166,292,132,99,244,0.7554735,2,2,September,0,0,0
8583,2015-16,3.84,0,selective,psychology,other,none,social sciences,other,none,school 851,295,292,240,385,0.083649565,58,19,August,11,0,0
8584,2015-16,3.86,1,more_selective,biology,none,none,stem,none,none,other,286,287,288,417,-0.265060715,121,84,October,0,0,1
8585,2015-16,3.29,0,more_selective,other,none,none,other,none,none,school 166,295,207,156,320,0.195231658,4,4,October,0,0,1
8587,2015-16,2.59,0,selective,other,none,none,other,none,none,other,292,109,66,201,-0.078034758,121,84,October,0,0,1
8589,2015-16,2.41,0,selective,business,education (general),none,business,education,none,other,73,117,54,154,-0.976638718,13,13,September,2,0,1
8590,2015-16,3.3,0,selective,communications,marketing,other,business,business,other,other,30,58,27,79,0.283593296,58,19,August,5,0,1
8591,2015-16,3.87,0,unknown,other,none,other,other,none,other,other,289,292,287,423,-0.181431996,58,17,August,2,0,0
8592,2015-16,3.13,0,unknown,other,none,none,other,none,none,other,294,129,273,303,0.71625588,120,81,October,0,0,1
8593,2015-16,2.53,0,less_selective,other,none,none,other,none,none,other,194,111,91,204,0.346218428,120,63,October,0,0,1
8594,2015-16,2.75,0,least_selective,english literature,none,none,humanities,none,none,other,281,229,211,345,-0.132016855,57,14,August,1,0,1
8595,2015-16,2.69,0,selective,psychology,none,none,social sciences,none,none,other,299,296,299,343,0.160708941,78,30,September,9,0,1
8597,2015-16,3.53,0,more_selective,education (secondary),english,none,education,humanities,none,other,280,288,288,420,0.063310958,78,42,September,1,0,1
8598,2015-16,3.63,0,less_selective,other,none,none,other,none,none,other,291,292,131,349,0.327728282,3,3,September,0,1,1
8599,2015-16,2.75,0,selective,other,none,none,other,none,none,other,210,94,91,188,0.018569136,57,21,August,1,0,1
8600,2015-16,3.19,0,more_selective,history,none,none,humanities,none,none,other,128,80,200,197,0.541350529,57,21,August,17,0,1
8601,2015-16,3.6,0,selective,other,none,none,other,none,none,other,80,106,91,137,0.506579642,57,21,August,21,0,1
8602,2015-16,3.33,0,unknown,other,none,none,other,none,none,other,41,34,44,86,-0.375041557,57,17,August,5,0,1
8603,2015-16,2.5,0,selective,economics,none,none,social sciences,none,none,other,77,100,68,137,0.032788421,57,9,August,3,0,1
8604,2015-16,3.56,0,selective,other,none,business,other,none,business,other,111,149,80,181,0.910010384,57,0,August,0,0,1
